Customer ID,Recency,Frequency,Monetary,Churn,R_Score,F_Score,M_Score,RFM_Score,Segment
13107,49,120,3721.45,0,3,4,4,11,Loyal
13108,8,35,748.46,0,4,2,3,9,New Customers
13109,187,23,347.49,1,1,2,2,5,Lost
13110,73,107,1468.8000000000002,0,2,4,3,9,At Risk
13111,354,12,321.88000000000005,1,1,1,2,4,Lost
13112,177,2,20.6,1,1,1,1,3,Lost
13113,2,192,6379.7699999999995,0,4,4,4,12,Champions
13114,366,16,234.38,1,1,1,1,3,Lost
13115,15,194,3199.92,0,4,4,4,12,Champions
13117,1,112,1658.8999999999999,0,4,4,3,11,Champions
13118,12,69,1217.6,0,4,3,3,10,Loyal
13119,304,11,134.9,1,1,1,1,3,Lost
13123,108,45,506.75,1,2,3,2,7,At Risk
13124,21,63,916.12,0,3,3,3,9,Loyal
13125,159,21,158.57,1,1,2,1,4,Lost
13126,2,111,1898.6100000000001,0,4,4,4,12,Champions
13128,267,1,263.5,1,1,1,1,3,Lost
13129,88,11,233.25,0,2,1,1,4,Lost
13131,54,105,2240.47,0,2,4,4,10,At Risk
13133,95,5,90.65,1,2,1,1,4,Lost
13134,38,23,681.65,0,3,2,2,7,New Customers
13135,127,17,275.45,1,2,1,1,4,Lost
13136,11,188,3666.9500000000003,0,4,4,4,12,Champions
13137,22,737,4062.29,0,3,4,4,11,Loyal
13138,8,36,504.85,0,4,2,2,8,New Customers
13139,73,95,3138.04,0,2,3,4,9,At Risk
13140,2,76,791.96,0,4,3,3,10,Loyal
13141,21,290,5279.83,0,3,4,4,11,Loyal
13143,220,23,405.1,1,1,2,2,5,Lost
13144,67,3,24.4,0,2,1,1,4,Lost
13145,8,4,805.0,0,4,1,3,8,New Customers
13148,25,474,4914.6900000000005,0,3,4,4,11,Loyal
13150,120,8,449.96999999999997,1,2,1,2,5,Lost
13151,261,102,1322.8700000000001,1,1,3,3,7,Can't Lose Them
13152,53,135,2146.38,0,3,4,4,11,Loyal
13154,35,93,1624.84,0,3,3,3,9,Loyal
13155,4,79,778.42,0,4,3,3,10,Loyal
13156,21,104,1586.54,0,3,4,3,10,Loyal
13157,45,164,3946.14,0,3,4,4,11,Loyal
13158,24,21,307.12,0,3,2,1,6,New Customers
13161,136,26,366.13,1,2,2,2,6,At Risk
13162,16,159,7587.2,0,4,4,4,12,Champions
13163,246,2,17.65,1,1,1,1,3,Lost
13164,205,10,372.2,1,1,1,2,4,Lost
13165,49,7,429.68,0,3,1,2,6,New Customers
13166,50,28,466.98,0,3,2,2,7,New Customers
13167,26,16,333.82,0,3,1,2,6,New Customers
13168,178,49,556.12,1,1,3,2,6,Can't Lose Them
13169,198,5,127.2,1,1,1,1,3,Lost
13172,36,1,69.6,0,3,1,1,5,New Customers
13173,3,207,2285.7,0,4,4,4,12,Champions
13174,5,818,6677.81,0,4,4,4,12,Champions
13175,218,46,831.45,1,1,3,3,7,Can't Lose Them
13177,66,13,229.75,0,2,1,1,4,Lost
13178,33,422,8333.72,0,3,4,4,11,Loyal
13179,254,34,572.3100000000001,1,1,2,2,5,Lost
13180,243,4,86.10000000000001,1,1,1,1,3,Lost
13181,17,19,359.69,0,4,2,2,8,New Customers
13183,30,62,3078.4,0,3,3,4,10,Loyal
13187,260,27,130.99,1,1,2,1,4,Lost
13190,180,17,570.66,1,1,1,2,4,Lost
13191,294,59,164.69,1,1,3,1,5,Can't Lose Them
13192,171,99,1646.6399999999999,1,1,3,3,7,Can't Lose Them
13194,57,7,412.08,0,2,1,2,5,Lost
13195,50,52,172.38,0,3,3,1,7,Loyal
13196,79,78,1271.06,0,2,3,3,8,At Risk
13197,245,19,373.01000000000005,1,1,2,2,5,Lost
13198,23,88,1572.99,0,3,3,3,9,Loyal
13199,2,88,6615.77,0,4,3,4,11,Loyal
13201,138,88,1240.6100000000001,1,1,3,3,7,Can't Lose Them
13202,30,69,1580.3,0,3,3,3,9,Loyal
13203,22,112,1778.79,0,3,4,4,11,Loyal
13204,367,57,966.6600000000001,1,1,3,3,7,Can't Lose Them
13205,79,1,2803.2,0,2,1,4,7,Lost
13206,36,581,8377.32,0,3,4,4,11,Loyal
13207,87,5,285.6,0,2,1,1,4,Lost
13208,85,105,764.6,0,2,4,3,9,At Risk
13209,150,45,2617.9,1,1,3,4,8,Can't Lose Them
13211,17,150,1531.9,0,4,4,3,11,Champions
13213,19,114,2330.94,0,3,4,4,11,Loyal
13214,53,229,3264.23,0,3,4,4,11,Loyal
13215,38,1,81.6,0,3,1,1,5,New Customers
13217,291,1,132.5,1,1,1,1,3,Lost
13219,254,11,76.23,1,1,1,1,3,Lost
13220,211,32,516.8,1,1,2,2,5,Lost
13222,213,1,88.5,1,1,1,1,3,Lost
13223,59,8,805.9200000000001,0,2,1,3,6,Lost
13225,57,93,9796.23,0,2,3,4,9,At Risk
13226,29,12,204.25,0,3,1,1,5,New Customers
13230,1,728,3553.81,0,4,4,4,12,Champions
13233,56,33,571.34,0,2,2,2,6,At Risk
13234,308,63,356.95,1,1,3,2,6,Can't Lose Them
13237,23,24,643.0,0,3,2,2,7,New Customers
13238,66,16,305.9,0,2,1,1,4,Lost
13239,73,72,1265.1299999999999,0,2,3,3,8,At Risk
13240,1,164,1074.87,0,4,4,3,11,Champions
13241,47,42,115.58,0,3,2,1,6,New Customers
13242,87,22,429.0,0,2,2,2,6,At Risk
13243,85,162,677.97,0,2,4,2,8,At Risk
13245,68,29,558.72,0,2,2,2,6,At Risk
13246,29,238,1400.1299999999999,0,3,4,3,10,Loyal
13249,37,12,897.52,0,3,1,3,7,New Customers
13250,96,20,256.04,1,2,2,1,5,At Risk
13251,38,25,252.68,0,3,2,1,6,New Customers
13252,30,19,399.3,0,3,2,2,7,New Customers
13253,66,39,1920.71,0,2,2,4,8,At Risk
13254,12,4,51.410000000000004,0,4,1,1,6,New Customers
13255,9,19,504.95,0,4,2,2,8,New Customers
13257,72,7,149.75,0,2,1,1,4,Lost
13258,15,8,336.59999999999997,0,4,1,2,7,New Customers
13259,33,237,1141.06,0,3,4,3,10,Loyal
13262,25,39,373.16,0,3,2,2,7,New Customers
13263,29,243,1250.6200000000001,0,3,4,3,10,Loyal
13264,78,38,722.5600000000001,0,2,2,3,7,At Risk
13266,49,120,2300.78,0,3,4,4,11,Loyal
13267,2,215,5236.77,0,4,4,4,12,Champions
13269,5,183,3545.47,0,4,4,4,12,Champions
13270,2,1,590.0,0,4,1,2,7,New Customers
13274,45,19,360.85,0,3,2,2,7,New Customers
13275,19,50,241.66,0,3,3,1,7,Loyal
13276,33,219,1348.33,0,3,4,3,10,Loyal
13277,16,15,264.9,0,4,1,1,6,New Customers
13278,35,62,893.12,0,3,3,3,9,Loyal
13280,15,125,1507.77,0,4,4,3,11,Champions
13281,75,22,350.85,0,2,2,2,6,At Risk
13282,42,14,181.05,0,3,1,1,5,New Customers
13283,203,13,279.7,1,1,1,1,3,Lost
13285,236,44,655.47,1,1,2,2,5,Lost
13286,236,49,734.91,1,1,3,3,7,Can't Lose Them
13287,239,53,781.59,1,1,3,3,7,Can't Lose Them
13288,79,10,927.61,0,2,1,3,6,Lost
13289,359,16,307.95,1,1,1,1,3,Lost
13290,74,1,208.63,0,2,1,1,4,Lost
13291,50,286,2959.73,0,3,4,4,11,Loyal
13292,51,28,415.57,0,3,2,2,7,New Customers
13293,28,72,1192.94,0,3,3,3,9,Loyal
13294,282,48,815.79,1,1,3,3,7,Can't Lose Them
13295,12,57,900.77,0,4,3,3,10,Loyal
13296,59,48,705.11,0,2,3,2,7,At Risk
13297,21,64,2278.77,0,3,3,4,10,Loyal
13299,59,57,1076.2,0,2,3,3,8,At Risk
13300,24,35,913.62,0,3,2,3,8,New Customers
13302,162,2,95.45,1,1,1,1,3,Lost
13303,36,4,61.72,0,3,1,1,5,New Customers
13304,91,57,917.57,1,2,3,3,8,At Risk
13305,8,125,1753.85,0,4,4,4,12,Champions
13306,66,4,53.65,0,2,1,1,4,Lost
13307,123,14,258.34,1,2,1,1,4,Lost
13308,232,17,284.86,1,1,1,1,3,Lost
13309,28,23,249.58,0,3,2,1,6,New Customers
13310,16,23,409.17,0,4,2,2,8,New Customers
13312,87,5,124.75,0,2,1,1,4,Lost
13313,115,109,1890.0,1,2,4,4,10,At Risk
13315,325,22,310.26,1,1,2,2,5,Lost
13316,28,88,7213.84,0,3,3,4,10,Loyal
13317,21,220,4212.411,0,3,4,4,11,Loyal
13319,1,479,11236.95,0,4,4,4,12,Champions
13320,70,44,679.4,0,2,2,2,6,At Risk
13324,64,57,3391.52,0,2,3,4,9,At Risk
13326,68,13,281.76,0,2,1,1,4,Lost
13327,1,234,6251.71,0,4,4,4,12,Champions
13329,2,108,4323.97,0,4,4,4,12,Champions
13330,91,65,1665.25,1,2,3,3,8,At Risk
13331,37,12,262.4,0,3,1,1,5,New Customers
13333,47,55,1015.74,0,3,3,3,9,Loyal
13334,172,212,2726.93,1,1,4,4,9,Can't Lose Them
13337,182,87,1575.26,1,1,3,3,7,Can't Lose Them
13338,177,109,1958.6,1,1,4,4,9,Can't Lose Them
13340,53,81,11364.08,0,3,3,4,10,Loyal
13346,98,6,299.4,1,2,1,1,4,Lost
13357,130,309,3228.41,1,2,4,4,10,At Risk
13359,39,33,603.75,0,3,2,2,7,New Customers
13360,67,66,1553.65,0,2,3,3,8,At Risk
13361,108,34,1450.5,1,2,2,3,7,At Risk
13362,14,132,2303.33,0,4,4,4,12,Champions
13363,45,42,731.36,0,3,2,3,8,New Customers
13367,67,20,510.20000000000005,0,2,2,2,6,At Risk
13368,50,23,498.1,0,3,2,2,7,New Customers
13369,1,14,308.28000000000003,0,4,1,2,7,New Customers
13370,7,39,754.87,0,4,2,3,9,New Customers
13371,141,92,2297.66,1,1,3,4,8,Can't Lose Them
13373,51,200,4274.94,0,3,4,4,11,Loyal
13374,50,17,422.8,0,3,1,2,6,New Customers
13375,80,34,1013.58,0,2,2,3,7,At Risk
13377,32,78,1552.88,0,3,3,3,9,Loyal
13380,68,3,62.4,0,2,1,1,4,Lost
13381,15,184,4585.06,0,4,4,4,12,Champions
13382,64,71,1164.59,0,2,3,3,8,At Risk
13383,179,1,305.28000000000003,1,1,1,1,3,Lost
13384,26,112,2528.9,0,3,4,4,11,Loyal
13386,50,31,835.46,0,3,2,3,8,New Customers
13387,53,73,189.44,0,3,3,1,7,Loyal
13388,239,34,508.55,1,1,2,2,5,Lost
13392,313,8,91.14,1,1,1,1,3,Lost
13393,219,69,1131.45,1,1,3,3,7,Can't Lose Them
13394,15,254,4101.68,0,4,4,4,12,Champions
13395,36,60,872.51,0,3,3,3,9,Loyal
13397,73,51,1647.74,0,2,3,3,8,At Risk
13398,84,13,213.0,0,2,1,1,4,Lost
13399,100,15,275.4,1,2,1,1,4,Lost
13400,218,23,310.83,1,1,2,2,5,Lost
13402,8,57,913.9000000000001,0,4,3,3,10,Loyal
13403,23,6,154.5,0,3,1,1,5,New Customers
13405,117,16,641.36,1,2,1,2,5,Lost
13406,63,9,568.92,0,2,1,2,5,Lost
13407,214,85,2244.7,1,1,3,4,8,Can't Lose Them
13408,7,362,23616.422,0,4,4,4,12,Champions
13410,29,22,1198.9,0,3,2,3,8,New Customers
13412,256,34,487.34999999999997,1,1,2,2,5,Lost
13413,275,43,429.44,1,1,2,2,5,Lost
13414,99,31,1103.64,1,2,2,3,7,At Risk
13415,108,104,800.67,1,2,4,3,9,At Risk
13416,372,7,228.3,1,1,1,1,3,Lost
13417,183,49,1028.66,1,1,3,3,7,Can't Lose Them
13418,8,259,6106.17,0,4,4,4,12,Champions
13421,42,168,2252.04,0,3,4,4,11,Loyal
13423,64,12,217.03,0,2,1,1,4,Lost
13424,85,40,572.77,0,2,2,2,6,At Risk
13425,144,100,1779.42,1,1,3,4,8,Can't Lose Them
13426,18,186,4526.06,0,4,4,4,12,Champions
13427,113,23,423.93,1,2,2,2,6,At Risk
13428,150,70,281.51,1,1,3,1,5,Can't Lose Them
13431,42,83,2047.14,0,3,3,4,10,Loyal
13432,207,111,439.1,1,1,4,2,7,Can't Lose Them
13433,137,24,658.3199999999999,1,1,2,2,5,Lost
13434,21,25,1132.6200000000001,0,3,2,3,8,New Customers
13435,12,51,665.34,0,4,3,2,9,Loyal
13438,183,1,46.5,1,1,1,1,3,Lost
13439,24,113,702.9,0,3,4,2,9,Loyal
13440,59,59,1295.25,0,2,3,3,8,At Risk
13441,67,25,424.26,0,2,2,2,6,At Risk
13442,303,38,419.87,1,1,2,2,5,Lost
13443,84,204,1280.16,0,2,4,3,9,At Risk
13444,10,58,631.6800000000001,0,4,3,2,9,Loyal
13445,262,7,241.89999999999998,1,1,1,1,3,Lost
13446,66,192,3881.89,0,2,4,4,10,At Risk
13448,9,363,5701.5,0,4,4,4,12,Champions
13450,10,76,2076.32,0,4,3,4,11,Loyal
13451,17,599,4214.77,0,4,4,4,12,Champions
13452,108,1,139.8,1,2,1,1,4,Lost
13453,38,23,424.71,0,3,2,2,7,New Customers
13454,277,23,219.87,1,1,2,1,4,Lost
13455,2,98,1847.59,0,4,3,4,11,Loyal
13457,324,9,148.22,1,1,1,1,3,Lost
13458,15,103,2312.7,0,4,4,4,12,Champions
13459,260,73,1160.4099999999999,1,1,3,3,7,Can't Lose Them
13461,43,35,2715.0,0,3,2,4,9,New Customers
13462,46,62,1002.35,0,3,3,3,9,Loyal
13464,30,110,2422.96,0,3,4,4,11,Loyal
13465,82,34,931.12,0,2,2,3,7,At Risk
13466,44,38,705.45,0,3,2,2,7,New Customers
13468,4,426,7685.54,0,4,4,4,12,Champions
13469,289,6,82.4,1,1,1,1,3,Lost
13472,99,28,592.24,1,2,2,2,6,At Risk
13473,210,49,2235.12,1,1,3,4,8,Can't Lose Them
13474,79,66,434.2,0,2,3,2,7,At Risk
13476,42,48,823.0,0,3,3,3,9,Loyal
13477,91,79,1379.59,1,2,3,3,8,At Risk
13478,105,125,2215.78,1,2,4,4,10,At Risk
13479,88,38,550.42,0,2,2,2,6,At Risk
13480,52,41,627.82,0,3,2,2,7,New Customers
13481,10,115,2026.28,0,4,4,4,12,Champions
13482,263,9,151.45,1,1,1,1,3,Lost
13484,19,31,476.92,0,3,2,2,7,New Customers
13485,12,135,2564.98,0,4,4,4,12,Champions
13487,141,15,271.47,1,1,1,1,3,Lost
13488,3,302,6619.57,0,4,4,4,12,Champions
13490,290,8,154.25,1,1,1,1,3,Lost
13491,8,182,3350.7400000000002,0,4,4,4,12,Champions
13495,4,99,3329.39,0,4,3,4,11,Loyal
13497,4,48,972.28,0,4,3,3,10,Loyal
13498,366,17,327.38,1,1,1,2,4,Lost
13500,37,20,299.53,0,3,2,1,6,New Customers
13501,122,62,1544.79,1,2,3,3,8,At Risk
13502,51,15,488.5,0,3,1,2,6,New Customers
13503,115,181,1688.54,1,2,4,3,9,At Risk
13506,5,72,1180.68,0,4,3,3,10,Loyal
13508,278,16,176.07999999999998,1,1,1,1,3,Lost
13509,143,5,135.0,1,1,1,1,3,Lost
13510,11,174,2766.73,0,4,4,4,12,Champions
13511,312,5,282.76,1,1,1,1,3,Lost
13512,23,24,462.18,0,3,2,2,7,New Customers
13513,77,30,619.49,0,2,2,2,6,At Risk
13514,64,17,663.7,0,2,1,2,5,Lost
13515,85,17,374.7,0,2,1,2,5,Lost
13516,53,17,295.85,0,3,1,1,5,New Customers
13519,78,11,220.46,0,2,1,1,4,Lost
13520,7,112,3285.05,0,4,4,4,12,Champions
13523,2,59,1136.64,0,4,3,3,10,Loyal
13526,374,44,1182.0,1,1,2,3,6,Lost
13527,54,234,2396.23,0,2,4,4,10,At Risk
13530,270,18,402.97999999999996,1,1,1,2,4,Lost
13531,2,68,1254.72,0,4,3,3,10,Loyal
13534,15,96,1850.82,0,4,3,4,11,Loyal
13535,38,1,89.5,0,3,1,1,5,New Customers
13537,61,42,717.85,0,2,2,3,7,At Risk
13538,32,119,1831.88,0,3,4,4,11,Loyal
13539,56,49,938.02,0,2,3,3,8,At Risk
13540,103,32,632.39,1,2,2,2,6,At Risk
13541,63,10,785.25,0,2,1,3,6,Lost
13542,12,337,4006.17,0,4,4,4,12,Champions
13543,270,47,1439.6100000000001,1,1,3,3,7,Can't Lose Them
13544,47,171,537.59,0,3,4,2,9,Loyal
13545,26,57,374.64,0,3,3,2,8,Loyal
13546,18,55,465.15,0,4,3,2,9,Loyal
13547,44,47,175.53,0,3,3,1,7,Loyal
13548,107,63,226.57999999999998,1,2,3,1,6,At Risk
13549,23,8,87.6,0,3,1,1,5,New Customers
13550,19,44,349.51,0,3,2,2,7,New Customers
13551,302,1,152.39999999999998,1,1,1,1,3,Lost
13552,64,99,3238.85,0,2,3,4,9,At Risk
13553,310,94,517.8,1,1,3,2,6,Can't Lose Them
13554,16,200,1638.28,0,4,4,3,11,Champions
13555,14,271,4849.91,0,4,4,4,12,Champions
13556,65,9,200.82,0,2,1,1,4,Lost
13557,51,146,2448.2,0,3,4,4,11,Loyal
13559,148,2,990.0,1,1,1,3,5,Lost
13561,33,219,1678.86,0,3,4,3,10,Loyal
13562,37,114,3038.85,0,3,4,4,11,Loyal
13564,4,1188,15500.53,0,4,4,4,12,Champions
13565,47,22,174.57999999999998,0,3,2,1,6,New Customers
13566,70,198,833.41,0,2,4,3,9,At Risk
13567,64,203,1083.69,0,2,4,3,9,At Risk
13569,3,129,520.03,0,4,4,2,10,Champions
13571,18,335,2454.2200000000003,0,4,4,4,12,Champions
13573,15,63,622.07,0,4,3,2,9,Loyal
13574,47,103,421.25,0,3,4,2,9,Loyal
13576,9,153,4834.400000000001,0,4,4,4,12,Champions
13577,18,85,1801.68,0,4,3,4,11,Loyal
13578,45,9,147.66,0,3,1,1,5,New Customers
13579,5,67,1072.0,0,4,3,3,10,Loyal
13580,42,5,107.75,0,3,1,1,5,New Customers
13581,50,23,162.53,0,3,2,1,6,New Customers
13582,25,11,241.68,0,3,1,1,5,New Customers
13583,315,43,664.001,1,1,2,2,5,Lost
13584,134,59,250.05,1,2,3,1,6,At Risk
13585,166,39,684.54,1,1,2,2,5,Lost
13586,177,21,131.53,1,1,2,1,4,Lost
13587,85,22,961.1,0,2,2,3,7,At Risk
13589,85,31,741.09,0,2,2,3,7,At Risk
13590,11,323,4367.67,0,4,4,4,12,Champions
13591,71,43,976.8100000000001,0,2,2,3,7,At Risk
13593,23,282,3486.61,0,3,4,4,11,Loyal
13594,121,7,136.35000000000002,1,2,1,1,4,Lost
13595,152,152,818.22,1,1,4,3,8,Can't Lose Them
13597,36,17,396.71,0,3,1,2,6,New Customers
13598,131,59,609.42,1,2,3,2,7,At Risk
13599,2,163,5013.96,0,4,4,4,12,Champions
13600,270,22,298.9,1,1,2,1,4,Lost
13601,28,96,491.82,0,3,3,2,8,Loyal
13602,17,35,596.28,0,4,2,2,8,New Customers
13604,294,21,717.62,1,1,2,3,6,Lost
13605,23,53,522.67,0,3,3,2,8,Loyal
13607,38,24,400.3,0,3,2,2,7,New Customers
13608,176,36,236.2,1,1,2,1,4,Lost
13609,229,7,167.35,1,1,1,1,3,Lost
13610,23,190,1044.0,0,3,4,3,10,Loyal
13611,10,155,2147.73,0,4,4,4,12,Champions
13612,268,50,818.29,1,1,3,3,7,Can't Lose Them
13613,88,59,1039.8500000000001,0,2,3,3,8,At Risk
13614,29,70,748.73,0,3,3,3,9,Loyal
13615,35,344,5854.84,0,3,4,4,11,Loyal
13616,204,37,288.1,1,1,2,1,4,Lost
13617,44,63,734.57,0,3,3,3,9,Loyal
13619,180,49,231.69,1,1,3,1,5,Can't Lose Them
13620,164,5,112.34,1,1,1,1,3,Lost
13622,332,32,658.95,1,1,2,2,5,Lost
13623,16,211,1818.71,0,4,4,4,12,Champions
13624,24,22,462.08,0,3,2,2,7,New Customers
13625,232,21,301.26,1,1,2,1,4,Lost
13626,15,25,449.81,0,4,2,2,8,New Customers
13627,124,37,607.43,1,2,2,2,6,At Risk
13628,312,16,310.14,1,1,1,2,4,Lost
13629,49,28,5578.5,0,3,2,4,9,New Customers
13632,30,75,1526.88,0,3,3,3,9,Loyal
13634,10,262,3498.31,0,4,4,4,12,Champions
13635,78,100,1928.1299999999999,0,2,3,4,9,At Risk
13639,72,19,312.93,0,2,2,2,6,At Risk
13640,247,4,405.0,1,1,1,2,4,Lost
13641,276,44,1016.47,1,1,2,3,6,Lost
13642,68,48,159.92,0,2,3,1,6,At Risk
13643,18,74,1637.33,0,4,3,3,10,Loyal
13646,35,58,326.25,0,3,3,2,8,Loyal
13647,130,61,1393.56,1,2,3,3,8,At Risk
13648,36,106,1764.02,0,3,4,4,11,Loyal
13649,2,103,1332.28,0,4,4,3,11,Champions
13650,10,76,1451.66,0,4,3,3,10,Loyal
13651,17,8,132.65,0,4,1,1,6,New Customers
13652,4,96,1475.77,0,4,3,3,10,Loyal
13653,123,9,152.2,1,2,1,1,4,Lost
13654,16,163,3600.67,0,4,4,4,12,Champions
13655,10,63,1347.54,0,4,3,3,10,Loyal
13656,135,38,699.2,1,2,2,2,6,At Risk
13658,19,129,3386.33,0,3,4,4,11,Loyal
13659,52,171,3321.68,0,3,4,4,11,Loyal
13660,36,41,314.59,0,3,2,2,7,New Customers
13661,239,17,325.24,1,1,1,2,4,Lost
13662,21,84,1352.35,0,3,3,3,9,Loyal
13663,16,86,1858.04,0,4,3,4,11,Loyal
13665,22,106,1711.6599999999999,0,3,4,3,10,Loyal
13666,56,7,43.25,0,2,1,1,4,Lost
13668,19,300,6726.35,0,3,4,4,11,Loyal
13669,43,5,195.0,0,3,1,1,5,New Customers
13671,30,76,194.95,0,3,3,1,7,Loyal
13672,366,12,233.53000000000003,1,1,1,1,3,Lost
13674,68,14,240.68,0,2,1,1,4,Lost
13676,175,13,243.9,1,1,1,1,3,Lost
13677,40,107,556.1899999999999,0,3,4,2,9,Loyal
13679,129,50,281.26,1,2,3,1,6,At Risk
13680,107,457,7713.25,1,2,4,4,10,At Risk
13683,93,10,258.6,1,2,1,1,4,Lost
13684,26,79,529.75,0,3,3,2,8,Loyal
13686,16,26,337.04,0,4,2,2,8,New Customers
13687,74,45,11880.84,0,2,3,4,9,At Risk
13688,271,5,375.5,1,1,1,2,4,Lost
13689,80,3,349.5,0,2,1,2,5,Lost
13691,32,54,212.78,0,3,3,1,7,Loyal
13692,44,43,1626.08,0,3,2,3,8,New Customers
13693,10,106,2011.82,0,4,4,4,12,Champions
13694,9,957,131443.19,0,4,4,4,12,Champions
13695,213,6,266.6,1,1,1,1,3,Lost
13696,57,24,2020.4,0,2,2,4,8,At Risk
13698,232,40,465.53000000000003,1,1,2,2,5,Lost
13699,186,23,455.57,1,1,2,2,5,Lost
13700,53,46,348.34,0,3,3,2,8,Loyal
13701,82,9,161.0,0,2,1,1,4,Lost
13702,81,5,135.18,0,2,1,1,4,Lost
13703,51,36,326.06,0,3,2,2,7,New Customers
13705,9,56,1323.47,0,4,3,3,10,Loyal
13706,262,18,300.38,1,1,1,1,3,Lost
13707,65,107,2559.45,0,2,4,4,10,At Risk
13709,82,72,1263.7,0,2,3,3,8,At Risk
13710,59,7,329.04,0,2,1,2,5,Lost
13711,42,79,1540.2,0,3,3,3,9,Loyal
13712,246,23,537.58,1,1,2,2,5,Lost
13713,44,82,743.26,0,3,3,3,9,Loyal
13714,101,30,161.35,1,2,2,1,5,At Risk
13715,8,429,7403.95,0,4,4,4,12,Champions
13717,93,22,318.29,1,2,2,2,6,At Risk
13719,29,191,1773.57,0,3,4,4,11,Loyal
13721,31,14,217.39999999999998,0,3,1,1,5,New Customers
13722,56,104,3260.0,0,2,4,4,10,At Risk
13723,28,53,1009.35,0,3,3,3,9,Loyal
13724,273,42,213.01,1,1,2,1,4,Lost
13727,247,64,746.57,1,1,3,3,7,Can't Lose Them
13728,23,101,1839.03,0,3,3,4,10,Loyal
13729,71,39,724.73,0,2,2,3,7,At Risk
13733,46,29,487.03000000000003,0,3,2,2,7,New Customers
13734,144,28,6701.640000000001,1,1,2,4,7,Lost
13735,12,460,6927.9800000000005,0,4,4,4,12,Champions
13736,61,366,2034.31,0,2,4,4,10,At Risk
13738,32,92,440.93,0,3,3,2,8,Loyal
13739,163,3,75.3,1,1,1,1,3,Lost
13740,51,72,1247.02,0,3,3,3,9,Loyal
13745,182,31,477.32,1,1,2,2,5,Lost
13746,49,9,176.69,0,3,1,1,5,New Customers
13747,9,5,169.79999999999998,0,4,1,1,6,New Customers
13748,9,31,1320.1,0,4,2,3,9,New Customers
13750,16,51,1954.92,0,4,3,4,11,Loyal
13752,163,19,404.45000000000005,1,1,2,2,5,Lost
13753,234,45,1353.31,1,1,3,3,7,Can't Lose Them
13754,73,9,164.45000000000002,0,2,1,1,4,Lost
13756,3,206,4017.9800000000005,0,4,4,4,12,Champions
13757,310,8,195.55,1,1,1,1,3,Lost
13758,2,192,6226.43,0,4,4,4,12,Champions
13760,40,62,1076.85,0,3,3,3,9,Loyal
13761,138,52,881.52,1,1,3,3,7,Can't Lose Them
13762,229,28,2165.76,1,1,2,4,7,Lost
13763,53,35,3502.48,0,3,2,4,9,New Customers
13764,205,168,1431.5,1,1,4,3,8,Can't Lose Them
13765,289,17,352.821,1,1,1,2,4,Lost
13766,131,17,190.35,1,2,1,1,4,Lost
13767,5,427,18320.170000000002,0,4,4,4,12,Champions
13768,362,33,875.97,1,1,2,3,6,Lost
13769,3,150,3003.9100000000003,0,4,4,4,12,Champions
13770,58,48,785.37,0,2,3,3,8,At Risk
13771,169,97,3094.37,1,1,3,4,8,Can't Lose Them
13772,36,398,1982.09,0,3,4,4,11,Loyal
13773,32,19,301.54,0,3,2,1,6,New Customers
13775,226,63,1049.66,1,1,3,3,7,Can't Lose Them
13776,64,2,623.98,0,2,1,2,5,Lost
13777,2,194,30501.260000000002,0,4,4,4,12,Champions
13778,127,35,945.79,1,2,2,3,7,At Risk
13779,151,27,161.13,1,1,2,1,4,Lost
13780,43,43,375.81,0,3,2,2,7,New Customers
13781,228,40,650.99,1,1,2,2,5,Lost
13782,89,129,881.72,0,2,4,3,9,At Risk
13783,123,10,1542.09,1,2,1,3,6,Lost
13784,70,12,447.44,0,2,1,2,5,Lost
13785,64,30,542.49,0,2,2,2,6,At Risk
13786,3,117,3128.54,0,4,4,4,12,Champions
13787,94,55,913.46,1,2,3,3,8,At Risk
13788,141,1,3.75,1,1,1,1,3,Lost
13789,24,18,239.45999999999998,0,3,1,1,5,New Customers
13792,58,10,188.4,0,2,1,1,4,Lost
13793,282,7,96.0,1,1,1,1,3,Lost
13794,182,9,126.03,1,1,1,1,3,Lost
13795,24,29,836.3,0,3,2,3,8,New Customers
13796,135,22,289.7,1,2,2,1,5,At Risk
13797,72,78,1179.45,0,2,3,3,8,At Risk
13798,8,373,38683.02,0,4,4,4,12,Champions
13799,80,67,2114.71,0,2,3,4,9,At Risk
13800,66,40,1121.24,0,2,2,3,7,At Risk
13802,10,388,21659.69,0,4,4,4,12,Champions
13803,67,61,1061.84,0,2,3,3,8,At Risk
13804,71,32,572.73,0,2,2,2,6,At Risk
13807,3,25,422.2,0,4,2,2,8,New Customers
13809,30,13,524.65,0,3,1,2,6,New Customers
13813,163,74,1398.61,1,1,3,3,7,Can't Lose Them
13814,163,22,678.2,1,1,2,2,5,Lost
13815,42,180,3448.38,0,3,4,4,11,Loyal
13818,65,5,61.28,0,2,1,1,4,Lost
13819,305,65,1502.0,1,1,3,3,7,Can't Lose Them
13820,54,90,660.65,0,2,3,2,7,At Risk
13821,29,150,1025.09,0,3,4,3,10,Loyal
13823,16,123,2445.79,0,4,4,4,12,Champions
13824,15,54,1615.82,0,4,3,3,10,Loyal
13825,257,40,255.59,1,1,2,1,4,Lost
13829,57,1,102.0,0,2,1,1,4,Lost
13830,217,11,156.85000000000002,1,1,1,1,3,Lost
